*** Start of PDS Session ***
*** Start of Logging Session ***
12:00:21.000000 AM : [Event] 472364:02/13/2024,12:00:21 AM,-81.87938409705087,-28.14368083370886,-10.99,10.80,RTK FIXED
12:00:22.000000 AM : [Event] 472365:02/13/2024,12:00:22 AM,-81.87999863004806,-28.14325937436077,-10.99,10.80,RTK FIXED
12:00:23.000000 AM : [Event] 472366:02/13/2024,12:00:23 AM,-81.88027175582485,-28.14268739116488,-10.99,10.80,RTK FIXED
12:00:24.000000 AM : [Event] 472367:02/13/2024,12:00:24 AM,-81.88040831871288,-28.14196488170990,-10.99,10.80,RTK FIXED
12:00:25.000000 AM : [Event] 472368:02/13/2024,12:00:25 AM,-81.88030589654666,-28.14133268193851,-10.99,10.80,RTK FIXED
12:00:26.000000 AM : [Event] 472369:02/13/2024,12:00:26 AM,-81.88010105221427,-28.14094131830568,-10.99,10.80,RTK FIXED
12:00:27.000000 AM : [Event] 472370:02/13/2024,12:00:27 AM,-81.88040831871288,-28.14058005829838,-10.99,10.80,RTK FIXED
12:00:28.000000 AM : [Event] 472371:02/13/2024,12:00:28 AM,-81.88119355531992,-28.14051984817915,-10.99,10.80,RTK FIXED
12:00:29.000000 AM : [Event] 472372:02/13/2024,12:00:29 AM,-81.88180808831711,-28.14064026838443,-10.99,10.80,RTK FIXED
12:00:30.000000 AM : [Event] 472373:02/13/2024,12:00:30 AM,-81.88245676203613,-28.14094131830568,-10.99,10.80,RTK FIXED
12:00:31.000000 AM : [Event] 472374:02/13/2024,12:00:31 AM,-81.88283230997840,-28.14133268193851,-10.99,10.80,RTK FIXED
12:00:32.000000 AM : [Event] 472375:02/13/2024,12:00:32 AM,-81.88307129503332,-28.14190467236843,-10.99,10.80,RTK FIXED
12:00:33.000000 AM : [Event] 472376:02/13/2024,12:00:33 AM,-81.88320785792133,-28.14241645069077,-10.99,10.80,RTK FIXED
12:00:34.000000 AM : [Event] 472377:02/13/2024,12:00:34 AM,-81.88324199864317,-28.14316906142764,-10.99,10.80,RTK FIXED
12:00:35.000000 AM : [Event] 472378:02/13/2024,12:00:35 AM,-81.88310543575517,-28.14368083370886,-10.99,10.80,RTK FIXED
12:00:36.000000 AM : [Event] 472379:02/13/2024,12:00:36 AM,-81.88269574709035,-28.14419260354421,-10.99,10.80,RTK FIXED
12:00:37.000000 AM : [Event] 472380:02/13/2024,12:00:37 AM,-81.88208121409319,-28.14455385136782,-10.99,10.80,RTK FIXED
12:00:38.000000 AM : [Event] 472381:02/13/2024,12:00:38 AM,-81.88095457026570,-28.14491509797297,-10.99,10.80,RTK FIXED
12:00:39.000000 AM : [Event] 472382:02/13/2024,12:00:39 AM,-81.87999863004806,-28.14515592836570,-10.99,10.80,RTK FIXED
12:00:40.000000 AM : [Event] 472383:02/13/2024,12:00:40 AM,-81.87904268983047,-28.14524623962356,-10.99,10.80,RTK FIXED
12:00:41.000000 AM : [Event] 472384:02/13/2024,12:00:41 AM,-81.87764292022619,-28.14530644708667,-10.99,10.80,RTK FIXED
12:00:42.000000 AM : [Event] 472385:02/13/2024,12:00:42 AM,-81.87648213567620,-28.14536665451597,-10.99,10.80,RTK FIXED
12:00:43.000000 AM : [Event] 472386:02/13/2024,12:00:43 AM,-81.87552619545929,-28.14560748389337,-10.99,10.80,RTK FIXED
12:00:44.000000 AM : [Event] 472387:02/13/2024,12:00:44 AM,-81.87497994390576,-28.14599883047711,-10.99,10.80,RTK FIXED
12:00:45.000000 AM : [Event] 472388:02/13/2024,12:00:45 AM,-81.87457025524169,-28.14657079598885,-10.99,10.80,RTK FIXED
12:00:46.000000 AM : [Event] 472389:02/13/2024,12:00:46 AM,-81.87436541090928,-28.14750399631870,-10.99,10.80,RTK FIXED
12:00:47.000000 AM : [Event] 472390:02/13/2024,12:00:47 AM,-81.87426298874311,-28.14834687994968,-10.99,10.80,RTK FIXED
12:00:48.000000 AM : [Event] 472391:02/13/2024,12:00:48 AM,-81.87443369235294,-28.14918975694640,-10.99,10.80,RTK FIXED
12:00:49.000000 AM : [Event] 472392:02/13/2024,12:00:49 AM,-81.87477509957408,-28.14976170541576,-10.99,10.80,RTK FIXED
12:00:50.000000 AM : [Event] 472393:02/13/2024,12:00:50 AM,-81.87569689909138,-28.15061280259891,-10.99,10.80,RTK FIXED
12:00:51.000000 AM : [Event] 472394:02/13/2024,12:00:51 AM,-81.87637971353226,-28.15091382448917,-10.99,10.80,RTK FIXED
12:00:52.000000 AM : [Event] 472395:02/13/2024,12:00:52 AM,-81.87743807591579,-28.15121484553404,-10.99,10.80,RTK FIXED
12:00:53.000000 AM : [Event] 472396:02/13/2024,12:00:53 AM,-81.87859886046559,-28.15139545775459,-10.99,10.80,RTK FIXED
12:00:54.000000 AM : [Event] 472397:02/13/2024,12:00:54 AM,-81.87986206718162,-28.15160617162576,-10.99,10.80,RTK FIXED
12:00:55.000000 AM : [Event] 472398:02/13/2024,12:00:55 AM,-81.88119355534202,-28.15166637551371,-10.99,10.80,RTK FIXED
12:00:56.000000 AM : [Event] 472399:02/13/2024,12:00:56 AM,-81.88293473216696,-28.15187708885266,-10.99,10.80,RTK FIXED
12:00:57.000000 AM : [Event] 472400:02/13/2024,12:00:57 AM,-81.88382239094040,-28.15196739444201,-10.99,10.80,RTK FIXED
12:00:58.000000 AM : [Event] 472401:02/13/2024,12:00:58 AM,-81.88501731621209,-28.15199749628816,-10.99,10.80,RTK FIXED
12:00:59.000000 AM : [Event] 472402:02/13/2024,12:00:59 AM,-81.88648536726065,-28.15199749628816,-10.99,10.80,RTK FIXED
12:01:00.000000 AM : [Event] 472403:02/13/2024,12:01:00 AM,-81.88798755903062,-28.15196739444201,-10.99,10.80,RTK FIXED
12:01:01.000000 AM : [Event] 472404:02/13/2024,12:01:01 AM,-81.88904592141468,-28.15184698697259,-10.99,10.80,RTK FIXED
12:01:02.000000 AM : [Event] 472405:02/13/2024,12:01:02 AM,-81.88969459513365,-28.15136535573821,-10.99,10.80,RTK FIXED
12:01:03.000000 AM : [Event] 472406:02/13/2024,12:01:03 AM,-81.88986529874374,-28.15070310925461,-10.99,10.80,RTK FIXED
12:01:04.000000 AM : [Event] 472407:02/13/2024,12:01:04 AM,-81.88966045441120,-28.14995055146095,-10.99,10.80,RTK FIXED
12:01:05.000000 AM : [Event] 472408:02/13/2024,12:01:05 AM,-81.88928490646911,-28.14931839882649,-10.99,10.80,RTK FIXED
12:01:06.000000 AM : [Event] 472409:02/13/2024,12:01:06 AM,-81.88860209202767,-28.14853572849029,-10.99,10.80,RTK FIXED
12:01:07.000000 AM : [Event] 472410:02/13/2024,12:01:07 AM,-81.88795341830871,-28.14820459700996,-10.99,10.80,RTK FIXED
12:01:08.000000 AM : [Event] 472411:02/13/2024,12:01:08 AM,-81.88696333736901,-28.14811428824721,-10.99,10.80,RTK FIXED
12:01:09.000000 AM : [Event] 472412:02/13/2024,12:01:09 AM,-81.88628052292813,-28.14814439117562,-10.99,10.80,RTK FIXED
12:01:10.000000 AM : [Event] 472413:02/13/2024,12:01:10 AM,-81.88559770848723,-28.14829490569656,-10.99,10.80,RTK FIXED
12:01:11.000000 AM : [Event] 472414:02/13/2024,12:01:11 AM,-81.88518801982269,-28.14832500857513,-10.99,10.80,RTK FIXED
12:01:12.000000 AM : [Event] 472415:02/13/2024,12:01:12 AM,-81.88416379813899,-28.14843718851670,-10.99,10.80,RTK FIXED
